code,entity,n,S_floor,S_floor_SE,S_floor_CI_lo,S_floor_CI_hi,S_floor_CV,S_ceil,S_ceil_SE,S_ceil_CI_lo,S_ceil_CI_hi,S_ceil_CV,k,k_SE,k_CI_lo,k_CI_hi,k_CV,t_mid,t_mid_SE,t_mid_CI_lo,t_mid_CI_hi,t_mid_CV,v,v_SE,v_CI_lo,v_CI_hi,v_CV,R2,RMSE,DW,pcov_valid,status,max_param_corr
BGD,Bangladesh,220,-0.81177507517084,0.004000104353623076,-0.8196152797039412,-0.8039348706377388,0.004927601839439631,-0.3419751809857566,0.006710044942839231,-0.3551268690737215,-0.32882349289779167,0.019621438384789414,0.23465535721524564,0.08659524994883289,0.06492866731553318,0.40438204711495807,0.3690316342081227,1975.1613312086133,2.522173713698913,1970.2178707297635,1980.1047916874631,0.0012769456721571089,5.189293419791224,2.2766297928186505,0.7270990258666696,9.651487813715779,0.4387167208807098,0.9647736952905869,0.0355726883920615,0.3649110302573943,True,ok,0.9839436715727936
BGR,Bulgaria,214,-0.9636418480665,0.016139441825377184,-0.9952751540442393,-0.9320085420887607,0.016748382044387323,-3.790797693194563e-20,0.08065959615511693,-0.15809280846402918,0.15809280846402918,,0.016767689039716153,0.004712117025632176,0.007531939669477088,0.02600343840995522,0.28102364103192745,1910.990549599843,6.871825806845788,1897.5217710184252,1924.4593281812608,0.0035959496546357763,0.005000000000235641,0.35982833508672607,-0.7002635367697475,0.7102635367702187,71.9656670139536,0.9603983676279135,0.06245468109944763,0.19757177403377957,True,ok,0.9636832499904763
BHR,Bahrain,126,-1.0678954241187544,0.07072528314006242,-1.2065169790732768,-0.929273869164232,0.06622866016906677,-2.1790755153016417e-08,104530.83303455252,-204880.43274774472,204880.43274770112,4797026642744.994,0.18574694424607138,27347.665035413633,-53601.237722466474,53601.60921635497,147230.76681780754,2070.233651065859,8188807.636215295,-16047992.733330911,16052133.200633043,3955.499241353405,18.413848236788308,2711087.688504201,-5313713.455619996,5313750.283316471,147230.9130411874,0.9421657434157961,0.02948267527253481,0.3037622400358761,True,ok,0.9999999999992042
BIH,Bosnia and Herzegovina,195,-0.9493209333825624,0.012241100919325692,-0.9733134911844408,-0.925328375580684,0.012894586529034968,-0.06525794047123759,0.07832331482784427,-0.21877163753381235,0.08825575659133716,1.2002112580056865,0.029916645387912066,0.009217318462545214,0.011850701201323446,0.04798258957450069,0.30810000061937115,1959.7348252853126,4.520448620858532,1950.8747459884298,1968.5949045821953,0.0023066634130974387,0.8458567647815152,0.6152075715610381,-0.3599500754781195,2.05166360504115,0.7273188525245716,0.9684618430276036,0.04989719722393593,0.19222314284080316,True,ok,0.9620966748873081
BLR,Belarus,219,-0.8561955556304739,0.011034973315547062,-0.8778241033289461,-0.8345670079320017,0.012888379579851096,-0.18530196991216472,0.010620549161740662,-0.2061182462691764,-0.16448569355515302,0.05731482059675311,0.20738528376930013,0.02438529746310275,0.15959010074161872,0.25518046679698153,0.11758451236216685,1992.8448522716833,1.8180935800124645,1989.281388854859,1996.4083156885076,0.0009123106487391548,10.072036440853228,1.6853725184487176,6.768706304693742,13.375366577012715,0.16733185273364096,0.9697970334138452,0.03896371441525224,0.1878735542419297,True,ok,0.9417511750814712
BOL,Bolivia,127,-0.9560780013347366,0.014128468200993657,-0.9837697990086842,-0.9283862036607891,0.014777526709399809,-0.20326042836287364,0.021987507647103027,-0.24635594335119557,-0.16016491337455172,0.10817406921847822,0.1512258000994892,0.04751055753046186,0.058105107339783954,0.2443464928591944,0.3141696555693894,1993.4155610725875,2.3284163377139446,1988.851865050668,1997.979257094507,0.0011680536578439797,3.9708330512080603,1.6397198015880288,0.7569822400955242,7.184683862320597,0.4129410077034518,0.973933523257102,0.04251868452979608,0.22921255138963503,True,ok,0.9783855030794357
BRA,Brazil,161,-0.9023908971355433,0.026329079344625188,-0.9539958926510087,-0.850785901620078,0.02917702231727016,-0.18108060639190096,0.017279689150726463,-0.21494879712732484,-0.14721241565647708,0.09542539919117102,0.18109271584111516,0.0468638086050344,0.08923965097524775,0.2729457807069826,0.25878350980252113,1993.0119965409665,3.24240866201968,1986.656875563408,1999.367117518525,0.0016268886828815594,9.99806174093327,3.525182739902056,3.08870357072524,16.9074199111413,0.3525866144104245,0.9493824686065971,0.05444147786697867,0.0897283062183049,True,ok,0.9787095793701661
BRB,Barbados,111,-0.6064140485984812,0.002979210358487264,-0.6122533009011163,-0.6005747962958462,0.004912832025202402,-0.13257070916917046,0.003770929100513328,-0.13996173020617658,-0.12517968813216435,0.0284446626569775,0.08086948196695722,0.00693348758678257,0.06727984629686337,0.09445911763705106,0.0857367627211406,1952.4897833213613,1.5016119662874172,1949.546623867438,1955.4329427752846,0.0007690754538715381,0.005000000000001572,0.18278556284447323,-0.353259703175166,0.3632597031751691,36.557112568883156,0.9943214741507317,0.016185615595381796,0.9212527301412264,True,ok,0.9559914048274571
BTN,Bhutan,126,-0.7373102977689184,0.01760203218170214,-0.7718102808450547,-0.7028103146927822,0.02387330305159907,-1.9413091670847915e-17,0.2109742726317148,-0.41350957435816105,0.41350957435816105,,0.03233772947558257,0.020307465468246685,-0.007464902842180932,0.07214036179334607,0.6279805600940647,1995.1779100299923,5.440229135080536,1984.5150609252344,2005.8407591347502,0.0027266887367446624,0.523477670446885,0.8765550270245038,-1.1945701825211423,2.2415255234149125,1.6744840831055927,0.9713172671869018,0.028366481848227144,0.2709014511648612,True,ok,0.98371455500069
BWA,Botswana,126,-0.8752303884602681,0.006153476685441814,-0.8872912027637341,-0.8631695741568022,0.007030693594022938,-0.2680884205651881,0.014793672543044678,-0.2970840187495557,-0.23909282238082055,0.05518206460337388,0.07610117770031674,0.013178771471132462,0.050270785616897115,0.10193156978373637,0.17317434328059828,1967.7457175999318,2.189828727225294,1963.4536532945704,1972.0377819052933,0.0011128616404238643,0.005000000000000005,0.3055501622617979,-0.5938783180331239,0.6038783180331239,61.11003245235951,0.9742655787805344,0.04054092549033959,0.5431539428394567,True,ok,0.9540056954727639
CAF,Central African Republic,104,-0.9744428762909555,0.007398061230162001,-0.988943076302073,-0.959942676279838,0.007592093297784076,-0.3786320559651416,0.01644342518511869,-0.41086116932797423,-0.34640294260230897,0.043428507771757545,0.05172340592506759,0.007338816430743216,0.03733932572081089,0.0661074861293243,0.1418857923118029,1965.7117379902827,2.013321010702354,1961.765628809306,1969.6578471712594,0.0010242198648926757,0.00500000000000455,0.23143384669291292,-0.44861033951810475,0.45861033951811386,46.28676933854046,0.9871222891887793,0.024771467173859047,0.6298072939817279,True,ok,0.9413391284836403
CAN,Canada,126,-1.1319999999999992,0.167334571651237,-1.4599757604364236,-0.8040242395635747,0.14782205976257695,-0.10374795229980302,0.004469723795844564,-0.11250861093965836,-0.09498729365994768,0.04308252545484746,0.1738027381099513,0.051560580823474124,0.07274399969594203,0.2748614765239606,0.2966614990314813,1969.0256786752027,3.963536077547749,1961.257147963209,1976.7942093871964,0.0020129428074368693,19.999999999998106,9.99550879789528,0.40880275612335737,39.591197243872855,0.4997754398948113,0.9890644642977829,0.019875922683996395,0.39800047881225037,True,ok,0.9771966496342811
CHE,Switzerland,171,-0.4930642033021016,0.003209143383795509,-0.4993541243343408,-0.4867742822698624,0.0065085710183451695,-0.0742098096504179,0.0066367201754129876,-0.08721778119422735,-0.061201838106608446,0.08943184474770599,0.13949587634975522,0.026124485659596137,0.08829188445694679,0.19069986824256363,0.1872778346084922,1969.5798460811307,1.6542595834980982,1966.3374972974743,1972.822194864787,0.0008399048085253185,0.005000000000050354,0.3830515608937022,-0.7457810593516059,0.7557810593517067,76.61031217796891,0.968864603623885,0.032039350033558255,0.1398300444951403,True,ok,0.9585068504443013
CHL,Chile,143,-0.7705728015240044,0.009342657184673654,-0.7888844096059648,-0.752261193442044,0.01212430177420766,-0.1427148202277776,0.023641786850192116,-0.18905272245415414,-0.09637691800140105,0.1656575456736661,0.23378831835006794,0.10738257851679439,0.02331846445715094,0.4442581722429849,0.4593154152210582,1990.674334863988,2.4457893194836506,1985.8805877978,1995.468081930176,0.0012286235255304873,0.005000000000000001,0.9432900127671556,-1.8438484250236251,1.853848425023625,188.6580025534311,0.8775703401014017,0.09213518339443072,0.1302991527293597,True,ok,0.959378194999945
CHN,China,237,-0.9017746854301001,0.002825860739523437,-0.907313372479566,-0.8962359983806342,0.003133666075551508,-0.3791338956754755,0.007991512081077234,-0.39479725935438686,-0.36347053199656415,0.0210783371580094,0.06349705970500565,0.007306001340320845,0.049177297077976787,0.0778168223320345,0.11506046696119526,1953.8219140639524,1.7259100651276265,1950.4391303363022,1957.2046977916025,0.0008833507561278863,1.0183554182606565,0.27570081621092485,0.47798181848724375,1.5587290180340692,0.2707314276206433,0.9841458922258567,0.02529149912585441,0.2561968823667815,True,ok,0.9418991636574422
CIV,Cote d'Ivoire,126,-0.9131030393027807,0.008310889694107015,-0.9293923831032305,-0.8968136955023309,0.009101809255232544,-0.2856845694819384,0.03616764276444722,-0.3565731493002549,-0.21479598966362184,0.12659991692947847,0.04871998803173176,0.012502942746658223,0.024214220248281647,0.07322575581518187,0.25662860874503796,1968.195776957799,3.41323087398464,1961.505844444789,1974.8857094708087,0.0017341927637200825,0.005000000000000006,0.3698810326040153,-0.7199668239038699,0.7299668239038699,73.97620652080296,0.9601987749876623,0.04601879587532397,0.31348906662873666,True,ok,0.9327432680217158
CMR,Cameroon,65,-0.6942415742738433,0.01786761753585038,-0.72926210464411,-0.6592210439035765,0.025736887847057265,-0.1710489892823461,0.03143216926401851,-0.23265604103982238,-0.10944193752486983,0.1837612101415826,0.06964981993252962,0.01928370359763077,0.03185376088117332,0.10744587898388594,0.276866524799505,1987.3827124777154,2.4901120332561604,1982.5020928925333,1992.2633320628975,0.001252960498057106,0.005000000000000065,0.4714860065955804,-0.9191125729273374,0.9291125729273376,94.29720131911485,0.977670078482314,0.026315272171231075,0.8039509972012643,True,ok,0.9404804300462409
COD,Democratic Republic of Congo,126,-0.9954223517654974,0.050507117126975434,-1.0944163013343693,-0.8964284021966256,0.05073938417938394,-2.449739893627548e-18,0.6430347479973162,-1.2603481060747397,1.2603481060747397,,0.01845816662899115,0.02155181036099299,-0.023783381678555114,0.06069971493653741,1.1676029799808416,1999.4783266962643,17.28218615858521,1965.6052418254374,2033.3514115670912,0.008643347581136598,0.21173266761503148,1.2821875645754968,-2.3013549589529423,2.724820294183005,6.055690786963243,0.972513729987426,0.0280222751046897,0.4286709778254747,True,ok,0.990307509683766
COG,Congo,123,-1.0424665617078395,0.11607270149929187,-1.2699690566464517,-0.8149640667692274,0.11134429224198203,-1.9187196729157614e-11,935365.0018813119,-1833315.4036873712,1833315.4036873712,,0.2066291718509108,107357.82998679615,-210421.1401449486,210421.5534032923,519567.63425571914,2091.005125661531,81829270.3683762,-160383278.91689166,160387460.927143,39133.94059351618,19.999999999996046,10391349.757422818,-20367025.524548724,20367065.524548724,519567.4878712436,0.8834268925567518,0.030445325257335523,0.3657802296811835,True,ok,0.9999999999999987
COL,Colombia,158,-0.859453826991403,0.01145649852775271,-0.8819085641057983,-0.8369990898770078,0.013329975582117348,-0.20812594938802806,0.017627053419954932,-0.24267497409113972,-0.1735769246849164,0.08469416462380297,0.16696310312301532,0.0589242837353194,0.051471507001789304,0.2824546992442413,0.3529179958514851,1993.4652707240277,3.1872411743673967,1987.2182780222677,1999.7122634257878,0.001598844595476594,7.927770021511422,3.236255993261663,1.5847082747185626,14.27083176830428,0.40821769356077686,0.9614940149461023,0.042971133649640565,0.26036649577568516,True,ok,0.9893526612237487
COM,Comoros,94,-0.8830679178018787,0.01264502026562135,-0.9078521575224965,-0.8582836780812608,0.014319419843829421,-0.4740749746918937,0.024427907794643187,-0.5219536739693943,-0.42619627541439303,0.05152752011539766,0.07651856532580475,0.028738585346587645,0.020190938046492975,0.13284619260511654,0.37557663586899454,1976.6254565529164,4.154366037419728,1968.4828991195736,1984.7680139862591,0.0021017467035280546,0.5911460133890744,0.7897831384928196,-0.9568289380568519,2.1391209648350005,1.336020408841036,0.9162860909908321,0.04560957102962707,0.4340656371628005,True,ok,0.9363901228890829
CPV,Cape Verde,126,-0.8493503781533719,0.004274747839301294,-0.8577288839184024,-0.8409718723883414,0.005032961601306757,-0.20446198733578452,0.008884261486810001,-0.22187513984993212,-0.18704883482163692,0.04345189833364735,0.126986697541293,0.017136385690974896,0.09339938158698219,0.1605740134956038,0.13494630557978374,1976.7669850899408,1.218736296453545,1974.3782619488918,1979.1557082309898,0.0006165300744326696,0.005000000000000001,0.2636804339935527,-0.5118136506273633,0.5218136506273633,52.736086798710524,0.9856668681738259,0.03340518400920753,0.4268879471720616,True,ok,0.9576119697095498
CRI,Costa Rica,126,-0.6265075438752319,0.009503363933366074,-0.6451341371846294,-0.6078809505658344,0.015168794097168375,-0.009583496833086994,0.030402573441290104,-0.0691725407780156,0.05000554711184161,3.1723883224258302,0.043467972126384626,0.009789831584628768,0.02427990222051224,0.06265604203225701,0.22521942261682915,1960.519586060959,3.4137385650466823,1953.8286584734676,1967.2105136484504,0.0017412417551540534,0.0050000000000488065,0.33891038462972645,-0.659264353874215,0.6692643538743127,67.78207692528365,0.9657339170018959,0.04147986622020215,0.14081613294818465,True,ok,0.9347256133347208
CUB,Cuba,233,-0.8705999754811682,0.0076577464022883485,-0.8856091584296534,-0.855590792532683,0.008795941440333743,-0.14592172187634328,0.09432601055676569,-0.330800702567604,0.03895725881491746,0.6464151419258831,0.016221694400585532,0.00532709379352685,0.005780590565272907,0.026662798235898157,0.3283931790340327,1937.0044329365335,5.558700544506094,1926.1093798693016,1947.8994860037653,0.0028697407450322685,0.005000000000653748,0.3431478219078727,-0.6675697309387767,0.6775697309400841,68.62956437260125,0.9532155696942914,0.04399487524414799,0.14400578359452298,True,ok,0.9692147258944865
CYP,Cyprus,126,-0.8288772712575336,0.004651792259274636,-0.8379947840857119,-0.8197597584293553,0.0056121604736695885,-0.1109691422052463,0.018701740330401066,-0.14762455325283239,-0.07431373115766021,0.16853099842666805,0.054482544902804665,0.006911423462889217,0.0409361549155418,0.06802893489006753,0.1268557383877534,1969.4319571897847,1.6573100467260362,1966.1836294982018,1972.6802848813677,0.0008415167839009171,0.005000000000000003,0.19009614091396343,-0.36758843619136833,0.37758843619136834,38.019228182792666,0.9892498564756995,0.027807588409753226,0.46309341763303413,True,ok,0.940805593367068
CZE,Czechia,177,-0.9677556368842574,0.0896101986466879,-1.1433916262317656,-0.7921196475367491,0.0925958942850417,-0.057133347096721514,0.052130264612656005,-0.15930866573752728,0.04504197154408426,0.9124314828676894,0.18821029997786964,0.01988103973016084,0.1492434621067544,0.22717713784898488,0.10563204953447562,2000.6154517286739,8.036257887742826,1984.864386268698,2016.3665171886498,0.004016892842049645,19.99999999986339,5.287230425770451,9.637028365353308,30.362971634373473,0.26436152129032825,0.8678021534499711,0.09953902805039176,0.2056431792412293,True,ok,0.9703247110441635
DEU,Germany,139,-1.030883980089679,0.06200947310947836,-1.1524225473842566,-0.9093454127951014,0.06015174773021889,-0.03656718446514173,0.02868478610891068,-0.09278936523860666,0.019654996308323194,0.7844406543318894,0.1958169769657084,0.0294227963845795,0.13814829605193257,0.25348565787948424,0.15025661635932638,1985.78764304171,5.706292005221128,1974.6033107114765,1996.9719753719435,0.0028735660760183667,14.32233664470896,4.017899572241696,6.447253483115237,22.197419806302683,0.28053380338088973,0.9021699321627931,0.11502882139257802,0.20086218013689797,True,ok,0.9414333482909065
DJI,Djibouti,126,-0.9271255822300668,0.003269581202822545,-0.933533961387599,-0.9207172030725346,0.003526578562267734,-0.3396934875730851,0.040924919365975226,-0.4199063295303965,-0.25948064561577366,0.12047601989181564,0.0620505177741895,0.01468848858776155,0.03326108014217686,0.09083995540620213,0.2367182275773268,1990.922663460355,1.7780353384673007,1987.437714196959,1994.4076127237508,0.0008930710223454677,0.005000000001438151,0.2842607844237849,-0.5521511374691802,0.5621511374720566,56.85215686840458,0.9807109218040979,0.025250336740432186,0.5243684003092167,True,ok,0.9467278012969884
DNK,Denmark,185,-0.7403611769939585,0.005001060389420742,-0.7501632553572232,-0.7305590986306939,0.006754892807489217,-0.03900317009015874,0.009545904350364062,-0.0577131426168723,-0.02029319756344518,0.2447468841198803,0.042861527357960665,0.007728783802749364,0.027713111104571912,0.05800994361134942,0.18031984110603325,1905.3116833363213,6.407964039384479,1892.7520738191276,1917.871292853515,0.003363210384646216,0.005000000004427547,0.5913573981769494,-1.1540605004223934,1.1640605004312483,118.27147953065938,0.983536154875377,0.03788947170186471,0.21827653435581465,True,ok,0.9905181308763364
DOM,Dominican Republic,160,-0.8672357643409945,0.00963815446781211,-0.8861265470979062,-0.8483449815840828,0.011113649671881401,-0.17294257904850946,0.01711412720092737,-0.20648626836232709,-0.13939888973469183,0.09895843634971437,0.1631789085201262,0.057731771508648895,0.05002463636317438,0.276333180677078,0.35379432325059557,1991.8969660870105,3.1253016064502495,1985.771374938368,1998.022557235653,0.0015690076643822396,8.018794436472136,3.1751488488754025,1.7955026926763473,14.242086180267925,0.3959633675648016,0.9695289771961946,0.04088426715863849,0.2808535659757213,True,ok,0.991097872272939
DZA,Algeria,126,-0.9330648596369681,0.010136002216548258,-0.9529314239814026,-0.9131982952925335,0.010863127157625376,-0.1055738603449964,0.1498353909726729,-0.39925122665143525,0.18810350596144249,1.419247060617446,0.032769081575486955,0.014792619486550961,0.003775547381847072,0.06176261576912684,0.4514200208045086,1981.7092068822506,3.756491009084997,1974.3464845044439,1989.0719292600572,0.001895581347676607,0.005000000000103986,0.4594915952558148,-0.895603526701293,0.905603526701501,91.89831904925173,0.9530524312982346,0.04997775195033901,0.26346170202906727,True,ok,0.9690399255952983
ECU,Ecuador,126,-0.8185735410985926,0.006025316094573527,-0.8303831606439567,-0.8067639215532285,0.007360751101833881,-0.13489222780665353,0.01721720389456571,-0.16863794744000232,-0.10114650817330473,0.12763673767212017,0.11145339655386237,0.019577749089580796,0.07308100833828401,0.14982578476944072,0.1756586133300963,1989.1121369366467,1.384581427096263,1986.398357339538,1991.8259165337554,0.0006960801260951544,1.4589501707565036,0.4783902583172478,0.5213052644546979,2.396595077058309,0.3279003408794901,0.9845306277789827,0.03119914611777413,0.373553412531865,True,ok,0.9573909724404975
EGY,Egypt,205,-0.9270350720824584,0.01983323406709483,-0.9659082108539643,-0.8881619333109525,0.021394265076230788,-1.0128377915669853e-10,4993.937985329138,-9788.118451245213,9788.118451245009,49306394636034.45,0.115585582540465,224.7130012084798,-440.32189678607995,440.55306795116087,1944.1265620633155,2098.103214015138,555322.5813334946,-1086334.1561996343,1090530.3626276648,264.67839028318076,12.464641521018688,24231.793774401714,-47481.851156306344,47506.780439348375,1944.042573028714,0.9241842291533596,0.028249175947995385,0.2758210558398342,True,ok,0.9999999999115088
ERI,Eritrea,126,-0.8624029598686959,0.008841684797301578,-0.879732662071407,-0.8450732576659847,0.010252382249068067,-0.7949263402547895,0.006063057111244387,-0.8068099321928285,-0.7830427483167505,0.007627193620607739,1.9999999999999998,20.403982066817846,-37.99180485096298,41.99180485096298,10.201991033408925,1939.9813228881674,11.483365327574527,1917.4739268461212,1962.4887189302135,0.0059193174656334046,0.005000000014120276,46.78761996182662,-91.69873512516605,91.7087351251943,9357.52396593916,0.25086257225267683,0.05418681290336024,0.15197370378741493,True,ok,0.9950298838235977
ESP,Spain,149,-0.8057758458090701,0.005180377542302783,-0.8159293857919836,-0.7956223058261567,0.006429055387111073,-0.07751036920336676,0.008592891599714644,-0.09435243673880747,-0.06066830166792606,0.11086118783887047,0.3186682816056789,0.07055135243314287,0.18038763083671888,0.4569489323746389,0.22139433544391257,1976.8734786834723,0.940869566322335,1975.0293743334805,1978.717583033464,0.00047593818039833323,0.005000000000000008,0.48415498917379574,-0.9439437787806396,0.9539437787806396,96.83099783475899,0.9774026869256182,0.04962960993467046,0.17650896148475892,True,ok,0.95870049625002
